sample_id,graph_file,result_index,matched_topic,status,node_count,edge_count,node_validity_rate,edge_validity_rate,valid_graph_rate,isolated_node_ratio,duplicate_node_ratio,duplicate_edge_ratio,process_object_connectivity_rate,state_object_attachment_rate,valid_type_transition_rate,explanation_path_rate,object_grounding_rate,process_grounding_rate,state_grounding_rate,overall_grounding_rate,answer_concept_coverage,graph_evidence_usage_rate,path_support_rate
q0183,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0183.json,183,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0184,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0184.json,184,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0185,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0185.json,185,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0186,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0186.json,186,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0187,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0187.json,187,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0188,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0188.json,188,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.2500,0.0000,1.0000
q0189,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0189.json,189,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0190,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0190.json,190,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0191,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0191.json,191,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0192,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0192.json,192,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0193,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0193.json,193,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0194,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0194.json,194,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0195,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0195.json,195,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0196,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0196.json,196,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0197,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0197.json,197,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0198,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0198.json,198,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0199,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0199.json,199,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0200,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0200.json,200,cardiac arrest,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.0833,0.1111,1.0000
q0201,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0201.json,201,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0202,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0202.json,202,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0203,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0203.json,203,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0204,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0204.json,204,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0205,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0205.json,205,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0207,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0207.json,207,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,1.0000,0.5556,0.6154,0.3333,1.0000
q0208,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0208.json,208,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0209,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0209.json,209,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0210,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0210.json,210,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0211,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0211.json,211,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0212,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0212.json,212,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0213,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0213.json,213,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0214,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0214.json,214,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0215,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0215.json,215,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0216,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0216.json,216,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0217,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0217.json,217,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0218,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0218.json,218,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0219,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0219.json,219,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0220,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0220.json,220,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0221,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0221.json,221,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0222,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0222.json,222,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0223,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0223.json,223,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0224,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0224.json,224,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0225,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0225.json,225,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0226,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0226.json,226,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0227,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0227.json,227,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0228,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0228.json,228,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0229,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0229.json,229,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.6667,0.5556,0.3125,0.2222,1.0000
q0230,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0230.json,230,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0231,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0231.json,231,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0232,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0232.json,232,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0233,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0233.json,233,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0234,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0234.json,234,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0235,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0235.json,235,mitral valve prolapse,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.0000,0.6667,0.4444,0.3750,0.4444,1.0000
q0236,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0236.json,236,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0237,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0237.json,237,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0238,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0238.json,238,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0239,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0239.json,239,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0240,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0240.json,240,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0241,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0241.json,241,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0242,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0242.json,242,infective endocarditis,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.3333,0.6667,0.2143,0.4444,1.0000
q0243,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0243.json,243,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0245,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0245.json,245,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0246,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0246.json,246,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0247,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0247.json,247,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0248,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0248.json,248,pericarditis,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.6667,0.5556,0.1538,0.4444,1.0000
q0249,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0249.json,249,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0250,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0250.json,250,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0251,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0251.json,251,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0252,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0252.json,252,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0253,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0253.json,253,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0254,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0254.json,254,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0255,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0255.json,255,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0256,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0256.json,256,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0257,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0257.json,257,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0258,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0258.json,258,cardiac arrest,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.0833,0.1111,1.0000
q0259,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0259.json,259,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0260,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0260.json,260,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0261,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0261.json,261,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0262,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0262.json,262,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0263,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0263.json,263,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0264,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0264.json,264,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0265,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0265.json,265,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0266,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0266.json,266,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0267,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0267.json,267,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0268,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0268.json,268,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0269,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0269.json,269,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0270,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0270.json,270,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0271,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0271.json,271,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0272,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0272.json,272,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0273,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0273.json,273,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0274,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0274.json,274,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0275,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0275.json,275,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0276,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0276.json,276,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
